VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS
Aedes aegypti,3206,unpublished,polygon,2,-10.18,-43.95,Brazil,BRA,37,
Aedes aegypti,3207,unpublished,polygon,2,-10.17,-36.91,Brazil,BRA,37,
Aedes aegypti,3208,unpublished,polygon,2,-10.17,-49.21,Brazil,BRA,37,
Aedes aegypti,3209,unpublished,polygon,2,-10.16,-47.4,Brazil,BRA,37,
Aedes aegypti,3210,unpublished,polygon,2,-10.15,-36.62,Brazil,BRA,37,
Aedes aegypti,3211,unpublished,polygon,2,-10.15,-37.04,Brazil,BRA,37,
Aedes aegypti,3212,unpublished,polygon,2,-10.14,-41.68,Brazil,BRA,37,
Aedes aegypti,3213,unpublished,polygon,2,-10.12,-45.29,Brazil,BRA,37,
Aedes aegypti,3214,unpublished,polygon,2,-10.12,-37.96,Brazil,BRA,37,
Aedes aegypti,3215,unpublished,polygon,2,-10.11,-36.75,Brazil,BRA,37,
Aedes aegypti,3216,unpublished,polygon,2,-10.11,-36.86,Brazil,BRA,37,
Aedes aegypti,3217,unpublished,polygon,2,-10.1,-36.24,Brazil,BRA,37,
Aedes aegypti,3218,unpublished,polygon,2,-10.1,-59.69,Brazil,BRA,37,
Aedes aegypti,3219,unpublished,polygon,2,-10.1,-37.15,Brazil,BRA,37,
Aedes aegypti,3220,unpublished,polygon,2,-10.09,-62.31,Brazil,BRA,37,
Aedes aegypti,3221,unpublished,polygon,2,-10.09,-63.94,Brazil,BRA,37,
Aedes aegypti,3222,unpublished,polygon,2,-10.08,-37.01,Brazil,BRA,37,
Aedes aegypti,3223,unpublished,polygon,2,-10.08,-40.08,Brazil,BRA,37,
Aedes aegypti,3224,unpublished,polygon,2,-10.07,-37.62,Brazil,BRA,37,
Aedes aegypti,3225,unpublished,polygon,2,-10.06,-55.89,Brazil,BRA,37,
Aedes aegypti,3226,unpublished,polygon,2,-10.06,-36.79,Brazil,BRA,37,
Aedes aegypti,3227,unpublished,polygon,2,-10.04,-46.65,Brazil,BRA,37,
Aedes aegypti,3228,unpublished,polygon,2,-10.04,-56.4,Brazil,BRA,37,
Aedes aegypti,3229,unpublished,polygon,2,-10.04,-52.53,Brazil,BRA,37,
Aedes aegypti,3230,unpublished,polygon,2,-10.03,-37.09,Brazil,BRA,37,
Aedes aegypti,3231,unpublished,polygon,2,-10.02,-51.42,Brazil,BRA,37,
Aedes aegypti,3232,unpublished,polygon,2,-10.01,-38.86,Brazil,BRA,37,
Aedes aegypti,3233,unpublished,polygon,2,-10.0,-68.42,Brazil,BRA,37,
Aedes aegypti,3234,unpublished,polygon,2,-9.99,-49.12,Brazil,BRA,37,
Aedes aegypti,3235,unpublished,polygon,2,-9.98,-54.16,Brazil,BRA,37,
Aedes aegypti,3236,unpublished,polygon,2,-9.98,-63.02,Brazil,BRA,37,
Aedes aegypti,3237,unpublished,polygon,2,-9.98,-67.46,Brazil,BRA,37,
Aedes aegypti,3238,unpublished,polygon,2,-9.98,-48.02,Brazil,BRA,37,
Aedes aegypti,3239,unpublished,polygon,2,-9.97,-38.6,Brazil,BRA,37,
Aedes aegypti,3240,unpublished,polygon,2,-9.97,-44.34,Brazil,BRA,37,
Aedes aegypti,3241,unpublished,polygon,2,-9.97,-45.67,Brazil,BRA,37,
Aedes aegypti,3242,unpublished,polygon,2,-9.96,-36.76,Brazil,BRA,37,
Aedes aegypti,3243,unpublished,polygon,2,-9.96,-36.38,Brazil,BRA,37,
Aedes aegypti,3244,unpublished,polygon,2,-9.96,-36.56,Brazil,BRA,37,
Aedes aegypti,3245,unpublished,polygon,2,-9.95,-66.91,Brazil,BRA,37,
Aedes aegypti,3246,unpublished,polygon,2,-9.95,-49.79,Brazil,BRA,37,
Aedes aegypti,3247,unpublished,polygon,2,-9.94,-43.07,Brazil,BRA,37,
Aedes aegypti,3248,unpublished,polygon,2,-9.93,-44.84,Brazil,BRA,37,
Aedes aegypti,3249,unpublished,polygon,2,-9.93,-57.27,Brazil,BRA,37,
Aedes aegypti,3250,unpublished,polygon,2,-9.92,-39.5,Brazil,BRA,37,
Aedes aegypti,3251,unpublished,polygon,2,-9.92,-36.12,Brazil,BRA,37,
Aedes aegypti,3252,unpublished,polygon,2,-9.91,-37.45,Brazil,BRA,37,
Aedes aegypti,3253,unpublished,polygon,2,-9.9,-48.8,Brazil,BRA,37,
Aedes aegypti,3254,unpublished,polygon,2,-9.9,-36.67,Brazil,BRA,37,
Aedes aegypti,3255,unpublished,polygon,2,-9.89,-36.97,Brazil,BRA,37,
Aedes aegypti,3256,unpublished,polygon,2,-9.87,-35.97,Brazil,BRA,37,
Aedes aegypti,3257,unpublished,polygon,2,-9.87,-36.43,Brazil,BRA,37,
Aedes aegypti,3258,unpublished,polygon,2,-9.85,-37.7,Brazil,BRA,37,
Aedes aegypti,3259,unpublished,polygon,2,-9.84,-48.28,Brazil,BRA,37,
Aedes aegypti,3260,unpublished,polygon,2,-9.82,-35.94,Brazil,BRA,37,
Aedes aegypti,3261,unpublished,polygon,2,-9.81,-55.44,Brazil,BRA,37,
Aedes aegypti,3262,unpublished,polygon,2,-9.81,-37.17,Brazil,BRA,37,
Aedes aegypti,3263,unpublished,polygon,2,-9.81,-36.29,Brazil,BRA,37,
Aedes aegypti,3264,unpublished,polygon,2,-9.79,-36.73,Brazil,BRA,37,
Aedes aegypti,3265,unpublished,polygon,2,-9.79,-36.86,Brazil,BRA,37,
Aedes aegypti,3266,unpublished,polygon,2,-9.78,-54.62,Brazil,BRA,37,
Aedes aegypti,3267,unpublished,polygon,2,-9.78,-36.12,Brazil,BRA,37,
Aedes aegypti,3268,unpublished,polygon,2,-9.77,-49.71,Brazil,BRA,37,
Aedes aegypti,3269,unpublished,polygon,2,-9.77,-69.42,Brazil,BRA,37,
Aedes aegypti,3270,unpublished,polygon,2,-9.77,-43.92,Brazil,BRA,37,
Aedes aegypti,3271,unpublished,polygon,2,-9.76,-36.65,Brazil,BRA,37,
Aedes aegypti,3272,unpublished,polygon,2,-9.75,-36.46,Brazil,BRA,37,
Aedes aegypti,3273,unpublished,polygon,2,-9.74,-38.17,Brazil,BRA,37,
Aedes aegypti,3274,unpublished,polygon,2,-9.74,-37.86,Brazil,BRA,37,
Aedes aegypti,3275,unpublished,polygon,2,-9.72,-35.91,Brazil,BRA,37,
Aedes aegypti,3276,unpublished,polygon,2,-9.72,-48.6,Brazil,BRA,37,
Aedes aegypti,3277,unpublished,polygon,2,-9.7,-37.11,Brazil,BRA,37,
Aedes aegypti,3278,unpublished,polygon,2,-9.7,-63.42,Brazil,BRA,37,
Aedes aegypti,3279,unpublished,polygon,2,-9.7,-58.12,Brazil,BRA,37,
Aedes aegypti,3280,unpublished,polygon,2,-9.69,-61.55,Brazil,BRA,37,
Aedes aegypti,3281,unpublished,polygon,2,-9.69,-37.31,Brazil,BRA,37,
Aedes aegypti,3282,unpublished,polygon,2,-9.69,-62.77,Brazil,BRA,37,
Aedes aegypti,3283,unpublished,polygon,2,-9.67,-40.84,Brazil,BRA,37,
Aedes aegypti,3284,unpublished,polygon,2,-9.67,-36.32,Brazil,BRA,37,
Aedes aegypti,3285,unpublished,polygon,2,-9.66,-36.17,Brazil,BRA,37,
Aedes aegypti,3286,unpublished,polygon,2,-9.66,-37.46,Brazil,BRA,37,
Aedes aegypti,3287,unpublished,polygon,2,-9.66,-36.98,Brazil,BRA,37,
Aedes aegypti,3288,unpublished,polygon,2,-9.66,-37.23,Brazil,BRA,37,
Aedes aegypti,3289,unpublished,polygon,2,-9.64,-47.5,Brazil,BRA,37,
Aedes aegypti,3290,unpublished,polygon,2,-9.64,-35.82,Brazil,BRA,37,
Aedes aegypti,3291,unpublished,polygon,2,-9.64,-49.41,Brazil,BRA,37,
Aedes aegypti,3292,unpublished,polygon,2,-9.64,-36.79,Brazil,BRA,37,
Aedes aegypti,3293,unpublished,polygon,2,-9.64,-67.71,Brazil,BRA,37,
Aedes aegypti,3294,unpublished,polygon,2,-9.63,-42.31,Brazil,BRA,37,
Aedes aegypti,3295,unpublished,polygon,2,-9.63,-36.58,Brazil,BRA,37,
Aedes aegypti,3296,unpublished,polygon,2,-9.62,-48.15,Brazil,BRA,37,
Aedes aegypti,3297,unpublished,polygon,2,-9.61,-36.48,Brazil,BRA,37,
Aedes aegypti,3298,unpublished,polygon,2,-9.61,-35.83,Brazil,BRA,37,
Aedes aegypti,3299,unpublished,polygon,2,-9.6,-68.13,Brazil,BRA,37,
Aedes aegypti,3300,unpublished,polygon,2,-9.6,-36.02,Brazil,BRA,37,
Aedes aegypti,3302,unpublished,polygon,2,-9.59,-37.3,Brazil,BRA,37,
Aedes aegypti,3303,unpublished,polygon,2,-9.58,-35.84,Brazil,BRA,37,
Aedes aegypti,3304,unpublished,polygon,2,-9.58,-45.4,Brazil,BRA,37,
Aedes aegypti,3305,unpublished,polygon,2,-9.58,-45.0,Brazil,BRA,37,
Aedes aegypti,3306,unpublished,polygon,2,-9.57,-36.69,Brazil,BRA,37,
Aedes aegypti,3307,unpublished,polygon,2,-9.57,-36.42,Brazil,BRA,37,
Aedes aegypti,3308,unpublished,polygon,2,-9.57,-56.69,Brazil,BRA,37,
Aedes aegypti,3309,unpublished,polygon,2,-9.55,-36.49,Brazil,BRA,37,
Aedes aegypti,3310,unpublished,polygon,2,-9.55,-36.29,Brazil,BRA,37,
Aedes aegypti,3311,unpublished,polygon,2,-9.54,-35.69,Brazil,BRA,37,
Aedes aegypti,3312,unpublished,polygon,2,-9.54,-38.26,Brazil,BRA,37,
Aedes aegypti,3313,unpublished,polygon,2,-9.53,-37.25,Brazil,BRA,37,
Aedes aegypti,3314,unpublished,polygon,2,-9.53,-37.49,Brazil,BRA,37,
Aedes aegypti,3315,unpublished,polygon,2,-9.52,-44.43,Brazil,BRA,37,
Aedes aegypti,3316,unpublished,polygon,2,-9.51,-37.0,Brazil,BRA,37,
Aedes aegypti,3317,unpublished,polygon,2,-9.51,-46.23,Brazil,BRA,37,
Aedes aegypti,3318,unpublished,polygon,2,-9.51,-37.19,Brazil,BRA,37,
Aedes aegypti,3319,unpublished,polygon,2,-9.51,-37.74,Brazil,BRA,37,
Aedes aegypti,3321,unpublished,polygon,2,-9.5,-43.11,Brazil,BRA,37,
Aedes aegypti,3322,unpublished,polygon,2,-9.5,-36.08,Brazil,BRA,37,
Aedes aegypti,3323,unpublished,polygon,2,-9.5,-46.91,Brazil,BRA,37,
Aedes aegypti,3324,unpublished,polygon,2,-9.49,-40.34,Brazil,BRA,37,
Aedes aegypti,3325,unpublished,polygon,2,-9.48,-35.86,Brazil,BRA,37,
Aedes aegypti,3326,unpublished,polygon,2,-9.48,-42.78,Brazil,BRA,37,
Aedes aegypti,3327,unpublished,polygon,2,-9.47,-36.28,Brazil,BRA,37,
Aedes aegypti,3328,unpublished,polygon,2,-9.47,-37.36,Brazil,BRA,37,
Aedes aegypti,3329,unpublished,polygon,2,-9.47,-36.4,Brazil,BRA,37,
Aedes aegypti,3330,unpublished,polygon,2,-9.47,-49.3,Brazil,BRA,37,
Aedes aegypti,3331,unpublished,polygon,2,-9.47,-58.67,Brazil,BRA,37,
Aedes aegypti,3332,unpublished,polygon,2,-9.45,-36.93,Brazil,BRA,37,
Aedes aegypti,3333,unpublished,polygon,2,-9.44,-35.6,Brazil,BRA,37,
Aedes aegypti,3334,unpublished,polygon,2,-9.44,-37.81,Brazil,BRA,37,
Aedes aegypti,3335,unpublished,polygon,2,-9.42,-59.43,Brazil,BRA,37,
Aedes aegypti,3336,unpublished,polygon,2,-9.41,-36.59,Brazil,BRA,37,
Aedes aegypti,3337,unpublished,polygon,2,-9.4,-38.06,Brazil,BRA,37,
Aedes aegypti,3338,unpublished,polygon,2,-9.4,-48.69,Brazil,BRA,37,
Aedes aegypti,3339,unpublished,polygon,2,-9.39,-36.16,Brazil,BRA,37,
Aedes aegypti,3340,unpublished,polygon,2,-9.39,-36.77,Brazil,BRA,37,
Aedes aegypti,3341,unpublished,polygon,2,-9.39,-37.49,Brazil,BRA,37,
Aedes aegypti,3342,unpublished,polygon,2,-9.38,-37.06,Brazil,BRA,37,
Aedes aegypti,3343,unpublished,polygon,2,-9.38,-35.58,Brazil,BRA,37,
Aedes aegypti,3344,unpublished,polygon,2,-9.37,-49.84,Brazil,BRA,37,
Aedes aegypti,3345,unpublished,polygon,2,-9.37,-36.41,Brazil,BRA,37,
Aedes aegypti,3346,unpublished,polygon,2,-9.35,-37.25,Brazil,BRA,37,
Aedes aegypti,3347,unpublished,polygon,2,-9.34,-42.47,Brazil,BRA,37,
Aedes aegypti,3348,unpublished,polygon,2,-9.34,-36.09,Brazil,BRA,37,
Aedes aegypti,3349,unpublished,polygon,2,-9.34,-35.82,Brazil,BRA,37,
Aedes aegypti,3350,unpublished,polygon,2,-9.34,-36.28,Brazil,BRA,37,
Aedes aegypti,3351,unpublished,polygon,2,-9.33,-49.08,Brazil,BRA,37,
Aedes aegypti,3352,unpublished,polygon,2,-9.33,-36.87,Brazil,BRA,37,
Aedes aegypti,3353,unpublished,polygon,2,-9.31,-36.47,Brazil,BRA,37,
Aedes aegypti,3354,unpublished,polygon,2,-9.29,-37.71,Brazil,BRA,37,
Aedes aegypti,3355,unpublished,polygon,2,-9.29,-37.37,Brazil,BRA,37,
Aedes aegypti,3356,unpublished,polygon,2,-9.29,-42.91,Brazil,BRA,37,
Aedes aegypti,3357,unpublished,polygon,2,-9.28,-50.59,Brazil,BRA,37,
Aedes aegypti,3358,unpublished,polygon,2,-9.28,-35.95,Brazil,BRA,37,
Aedes aegypti,3359,unpublished,polygon,2,-9.26,-44.55,Brazil,BRA,37,
Aedes aegypti,3360,unpublished,polygon,2,-9.26,-38.93,Brazil,BRA,37,
Aedes aegypti,3361,unpublished,polygon,2,-9.26,-37.89,Brazil,BRA,37,
Aedes aegypti,3362,unpublished,polygon,2,-9.26,-35.79,Brazil,BRA,37,
Aedes aegypti,3363,unpublished,polygon,2,-9.25,-38.06,Brazil,BRA,37,
Aedes aegypti,3364,unpublished,polygon,2,-9.24,-36.27,Brazil,BRA,37,
Aedes aegypti,3365,unpublished,polygon,2,-9.24,-43.04,Brazil,BRA,37,
Aedes aegypti,3366,unpublished,polygon,2,-9.24,-37.41,Brazil,BRA,37,
Aedes aegypti,3367,unpublished,polygon,2,-9.24,-48.44,Brazil,BRA,37,
Aedes aegypti,3368,unpublished,polygon,2,-9.24,-35.51,Brazil,BRA,37,
Aedes aegypti,3369,unpublished,polygon,2,-9.24,-35.41,Brazil,BRA,37,
Aedes aegypti,3370,unpublished,polygon,2,-9.24,-38.63,Brazil,BRA,37,
Aedes aegypti,3371,unpublished,polygon,2,-9.24,-41.29,Brazil,BRA,37,
Aedes aegypti,3372,unpublished,polygon,2,-9.24,-35.62,Brazil,BRA,37,
Aedes aegypti,3373,unpublished,polygon,2,-9.22,-38.2,Brazil,BRA,37,
Aedes aegypti,3374,unpublished,polygon,2,-9.21,-36.03,Brazil,BRA,37,
Aedes aegypti,3375,unpublished,polygon,2,-9.2,-48.02,Brazil,BRA,37,
Aedes aegypti,3376,unpublished,polygon,2,-9.19,-62.01,Brazil,BRA,37,
Aedes aegypti,3377,unpublished,polygon,2,-9.19,-39.2,Brazil,BRA,37,
Aedes aegypti,3378,unpublished,polygon,2,-9.19,-42.9,Brazil,BRA,37,
Aedes aegypti,3379,unpublished,polygon,2,-9.19,-39.67,Brazil,BRA,37,
Aedes aegypti,3380,unpublished,polygon,2,-9.19,-38.4,Brazil,BRA,37,
Aedes aegypti,3381,unpublished,polygon,2,-9.18,-36.69,Brazil,BRA,37,
Aedes aegypti,3382,unpublished,polygon,2,-9.18,-42.51,Brazil,BRA,37,
Aedes aegypti,3383,unpublished,polygon,2,-9.17,-36.47,Brazil,BRA,37,
Aedes aegypti,3384,unpublished,polygon,2,-9.15,-35.41,Brazil,BRA,37,
Aedes aegypti,3385,unpublished,polygon,2,-9.14,-36.91,Brazil,BRA,37,
Aedes aegypti,3386,unpublished,polygon,2,-9.13,-63.08,Brazil,BRA,37,
Aedes aegypti,3387,unpublished,polygon,2,-9.13,-37.36,Brazil,BRA,37,
Aedes aegypti,3388,unpublished,polygon,2,-9.13,-62.69,Brazil,BRA,37,
Aedes aegypti,3389,unpublished,polygon,2,-9.13,-37.55,Brazil,BRA,37,
Aedes aegypti,3390,unpublished,polygon,2,-9.12,-36.02,Brazil,BRA,37,
Aedes aegypti,3391,unpublished,polygon,2,-9.12,-36.33,Brazil,BRA,37,
Aedes aegypti,3392,unpublished,polygon,2,-9.12,-36.2,Brazil,BRA,37,
Aedes aegypti,3393,unpublished,polygon,2,-9.11,-35.57,Brazil,BRA,37,
Aedes aegypti,3394,unpublished,polygon,2,-9.1,-37.03,Brazil,BRA,37,
Aedes aegypti,3395,unpublished,polygon,2,-9.09,-35.29,Brazil,BRA,37,
Aedes aegypti,3396,unpublished,polygon,2,-9.09,-48.55,Brazil,BRA,37,
Aedes aegypti,3397,unpublished,polygon,2,-9.08,-43.69,Brazil,BRA,37,
Aedes aegypti,3398,unpublished,polygon,2,-9.08,-43.36,Brazil,BRA,37,
Aedes aegypti,3399,unpublished,polygon,2,-9.08,-47.47,Brazil,BRA,37,
Aedes aegypti,3400,unpublished,polygon,2,-9.07,-36.62,Brazil,BRA,37,
Aedes aegypti,3401,unpublished,polygon,2,-9.07,-35.73,Brazil,BRA,37,
Aedes aegypti,3402,unpublished,polygon,2,-9.06,-43.15,Brazil,BRA,37,
Aedes aegypti,3403,unpublished,polygon,2,-9.06,-44.11,Brazil,BRA,37,
Aedes aegypti,3404,unpublished,polygon,2,-9.05,-40.58,Brazil,BRA,37,
Aedes aegypti,3405,unpublished,polygon,2,-9.04,-37.74,Brazil,BRA,37,
Aedes aegypti,3406,unpublished,polygon,2,-9.03,-35.43,Brazil,BRA,37,
Aedes aegypti,3407,unpublished,polygon,2,-9.03,-36.54,Brazil,BRA,37,
Aedes aegypti,3408,unpublished,polygon,2,-9.03,-37.31,Brazil,BRA,37,
Aedes aegypti,3409,unpublished,polygon,2,-9.03,-42.65,Brazil,BRA,37,
Aedes aegypti,3410,unpublished,polygon,2,-9.0,-47.86,Brazil,BRA,37,
Aedes aegypti,3411,unpublished,polygon,2,-9.0,-36.75,Brazil,BRA,37,
Aedes aegypti,3412,unpublished,polygon,2,-8.99,-36.31,Brazil,BRA,37,
Aedes aegypti,3413,unpublished,polygon,2,-8.99,-36.05,Brazil,BRA,37,
Aedes aegypti,3414,unpublished,polygon,2,-8.98,-64.52,Brazil,BRA,37,
Aedes aegypti,3415,unpublished,polygon,2,-8.97,-45.69,Brazil,BRA,37,
Aedes aegypti,3416,unpublished,polygon,2,-8.97,-35.26,Brazil,BRA,37,
Aedes aegypti,3417,unpublished,polygon,2,-8.96,-63.08,Brazil,BRA,37,
Aedes aegypti,3418,unpublished,polygon,2,-8.96,-42.28,Brazil,BRA,37,
Aedes aegypti,3419,unpublished,polygon,2,-8.96,-35.91,Brazil,BRA,37,
Aedes aegypti,3420,unpublished,polygon,2,-8.96,-35.52,Brazil,BRA,37,
Aedes aegypti,3421,unpublished,polygon,2,-8.95,-35.64,Brazil,BRA,37,
Aedes aegypti,3422,unpublished,polygon,2,-8.94,-48.25,Brazil,BRA,37,
Aedes aegypti,3423,unpublished,polygon,2,-8.94,-35.74,Brazil,BRA,37,
Aedes aegypti,3424,unpublished,polygon,2,-8.94,-36.5,Brazil,BRA,37,
Aedes aegypti,3425,unpublished,polygon,2,-8.92,-41.82,Brazil,BRA,37,
Aedes aegypti,3426,unpublished,polygon,2,-8.92,-49.01,Brazil,BRA,37,
Aedes aegypti,3427,unpublished,polygon,2,-8.92,-42.98,Brazil,BRA,37,
Aedes aegypti,3428,unpublished,polygon,2,-8.91,-38.03,Brazil,BRA,37,
Aedes aegypti,3429,unpublished,polygon,2,-8.91,-38.29,Brazil,BRA,37,
Aedes aegypti,3430,unpublished,polygon,2,-8.91,-49.54,Brazil,BRA,37,
Aedes aegypti,3431,unpublished,polygon,2,-8.9,-37.56,Brazil,BRA,37,
Aedes aegypti,3432,unpublished,polygon,2,-8.9,-70.81,Brazil,BRA,37,
Aedes aegypti,3433,unpublished,polygon,2,-8.89,-36.73,Brazil,BRA,37,
Aedes aegypti,3434,unpublished,polygon,2,-8.89,-48.79,Brazil,BRA,37,
Aedes aegypti,3435,unpublished,polygon,2,-8.89,-35.45,Brazil,BRA,37,
Aedes aegypti,3436,unpublished,polygon,2,-8.89,-35.54,Brazil,BRA,37,
Aedes aegypti,3437,unpublished,polygon,2,-8.88,-36.38,Brazil,BRA,37,
Aedes aegypti,3438,unpublished,polygon,2,-8.88,-36.28,Brazil,BRA,37,
Aedes aegypti,3439,unpublished,polygon,2,-8.87,-36.17,Brazil,BRA,37,
Aedes aegypti,3440,unpublished,polygon,2,-8.87,-35.2,Brazil,BRA,37,
Aedes aegypti,3441,unpublished,polygon,2,-8.85,-39.28,Brazil,BRA,37,
Aedes aegypti,3442,unpublished,polygon,2,-8.84,-35.65,Brazil,BRA,37,
Aedes aegypti,3443,unpublished,polygon,2,-8.83,-35.76,Brazil,BRA,37,
Aedes aegypti,3444,unpublished,polygon,2,-8.83,-36.04,Brazil,BRA,37,
Aedes aegypti,3445,unpublished,polygon,2,-8.82,-35.26,Brazil,BRA,37,
Aedes aegypti,3446,unpublished,polygon,2,-8.82,-68.14,Brazil,BRA,37,
Aedes aegypti,3447,unpublished,polygon,2,-8.82,-35.91,Brazil,BRA,37,
Aedes aegypti,3448,unpublished,polygon,2,-8.82,-36.68,Brazil,BRA,37,
Aedes aegypti,3449,unpublished,polygon,2,-8.81,-37.79,Brazil,BRA,37,
Aedes aegypti,3450,unpublished,polygon,2,-8.8,-40.23,Brazil,BRA,37,
Aedes aegypti,3451,unpublished,polygon,2,-8.8,-47.8,Brazil,BRA,37,
Aedes aegypti,3452,unpublished,polygon,2,-8.8,-43.99,Brazil,BRA,37,
Aedes aegypti,3453,unpublished,polygon,2,-8.77,-38.74,Brazil,BRA,37,
Aedes aegypti,3454,unpublished,polygon,2,-8.77,-48.42,Brazil,BRA,37,
Aedes aegypti,3455,unpublished,polygon,2,-8.75,-36.15,Brazil,BRA,37,
Aedes aegypti,3456,unpublished,polygon,2,-8.75,-35.22,Brazil,BRA,37,
Aedes aegypti,3457,unpublished,polygon,2,-8.74,-35.8,Brazil,BRA,37,
Aedes aegypti,3458,unpublished,polygon,2,-8.73,-36.32,Brazil,BRA,37,
Aedes aegypti,3459,unpublished,polygon,2,-8.73,-44.69,Brazil,BRA,37,
Aedes aegypti,3460,unpublished,polygon,2,-8.73,-36.46,Brazil,BRA,37,
Aedes aegypti,3461,unpublished,polygon,2,-8.72,-36.39,Brazil,BRA,37,
Aedes aegypti,3462,unpublished,polygon,2,-8.7,-47.13,Brazil,BRA,37,
Aedes aegypti,3463,unpublished,polygon,2,-8.7,-39.91,Brazil,BRA,37,
Aedes aegypti,3464,unpublished,polygon,2,-8.69,-35.73,Brazil,BRA,37,
Aedes aegypti,3465,unpublished,polygon,2,-8.69,-37.14,Brazil,BRA,37,
Aedes aegypti,3466,unpublished,polygon,2,-8.68,-35.89,Brazil,BRA,37,
Aedes aegypti,3467,unpublished,polygon,2,-8.68,-36.59,Brazil,BRA,37,
Aedes aegypti,3468,unpublished,polygon,2,-8.68,-35.48,Brazil,BRA,37,
Aedes aegypti,3469,unpublished,polygon,2,-8.67,-36.29,Brazil,BRA,37,
Aedes aegypti,3470,unpublished,polygon,2,-8.67,-37.35,Brazil,BRA,37,
Aedes aegypti,3471,unpublished,polygon,2,-8.66,-35.23,Brazil,BRA,37,
Aedes aegypti,3472,unpublished,polygon,2,-8.66,-36.92,Brazil,BRA,37,
Aedes aegypti,3473,unpublished,polygon,2,-8.66,-36.06,Brazil,BRA,37,
Aedes aegypti,3474,unpublished,polygon,2,-8.66,-35.63,Brazil,BRA,37,
Aedes aegypti,3475,unpublished,polygon,2,-8.64,-50.26,Brazil,BRA,37,
Aedes aegypti,3476,unpublished,polygon,2,-8.63,-36.19,Brazil,BRA,37,
Aedes aegypti,3477,unpublished,polygon,2,-8.62,-38.24,Brazil,BRA,37,
Aedes aegypti,3478,unpublished,polygon,2,-8.62,-35.38,Brazil,BRA,37,
Aedes aegypti,3479,unpublished,polygon,2,-8.6,-35.81,Brazil,BRA,37,
Aedes aegypti,3480,unpublished,polygon,2,-8.6,-41.06,Brazil,BRA,37,
Aedes aegypti,3481,unpublished,polygon,2,-8.58,-35.16,Brazil,BRA,37,
Aedes aegypti,3482,unpublished,polygon,2,-8.58,-57.8,Brazil,BRA,37,
Aedes aegypti,3483,unpublished,polygon,2,-8.58,-35.92,Brazil,BRA,37,
Aedes aegypti,3484,unpublished,polygon,2,-8.58,-36.8,Brazil,BRA,37,
Aedes aegypti,3485,unpublished,polygon,2,-8.58,-37.63,Brazil,BRA,37,
Aedes aegypti,3486,unpublished,polygon,2,-8.57,-35.54,Brazil,BRA,37,
Aedes aegypti,3487,unpublished,polygon,2,-8.57,-38.95,Brazil,BRA,37,
Aedes aegypti,3488,unpublished,polygon,2,-8.55,-41.57,Brazil,BRA,37,
Aedes aegypti,3489,unpublished,polygon,2,-8.55,-42.45,Brazil,BRA,37,
Aedes aegypti,3490,unpublished,polygon,2,-8.54,-36.46,Brazil,BRA,37,
Aedes aegypti,3491,unpublished,polygon,2,-8.53,-44.43,Brazil,BRA,37,
Aedes aegypti,3492,unpublished,polygon,2,-8.53,-41.93,Brazil,BRA,37,
Aedes aegypti,3493,unpublished,polygon,2,-8.52,-35.39,Brazil,BRA,37,
Aedes aegypti,3494,unpublished,polygon,2,-8.52,-45.19,Brazil,BRA,37,
Aedes aegypti,3495,unpublished,polygon,2,-8.51,-36.76,Brazil,BRA,37,
Aedes aegypti,3496,unpublished,polygon,2,-8.51,-41.35,Brazil,BRA,37,
Aedes aegypti,3497,unpublished,polygon,2,-8.51,-51.21,Brazil,BRA,37,
Aedes aegypti,3498,unpublished,polygon,2,-8.5,-47.64,Brazil,BRA,37,
Aedes aegypti,3499,unpublished,polygon,2,-8.5,-36.29,Brazil,BRA,37,
Aedes aegypti,3500,unpublished,polygon,2,-8.49,-35.69,Brazil,BRA,37,
Aedes aegypti,3501,unpublished,polygon,2,-8.49,-43.06,Brazil,BRA,37,
Aedes aegypti,3502,unpublished,polygon,2,-8.48,-40.61,Brazil,BRA,37,
Aedes aegypti,3503,unpublished,polygon,2,-8.48,-35.86,Brazil,BRA,37,
Aedes aegypti,3504,unpublished,polygon,2,-8.48,-36.12,Brazil,BRA,37,
Aedes aegypti,3505,unpublished,polygon,2,-8.47,-48.47,Brazil,BRA,37,
Aedes aegypti,3506,unpublished,polygon,2,-8.46,-35.95,Brazil,BRA,37,
Aedes aegypti,3507,unpublished,polygon,2,-8.46,-35.1,Brazil,BRA,37,
Aedes aegypti,3508,unpublished,polygon,2,-8.45,-39.58,Brazil,BRA,37,
Aedes aegypti,3509,unpublished,polygon,2,-8.44,-44.02,Brazil,BRA,37,
Aedes aegypti,3510,unpublished,polygon,2,-8.44,-48.77,Brazil,BRA,37,
Aedes aegypti,3511,unpublished,polygon,2,-8.44,-49.18,Brazil,BRA,37,
Aedes aegypti,3512,unpublished,polygon,2,-8.43,-36.65,Brazil,BRA,37,
Aedes aegypti,3513,unpublished,polygon,2,-8.43,-38.73,Brazil,BRA,37,
Aedes aegypti,3514,unpublished,polygon,2,-8.42,-35.52,Brazil,BRA,37,
Aedes aegypti,3515,unpublished,polygon,2,-8.42,-35.62,Brazil,BRA,37,
Aedes aegypti,3516,unpublished,polygon,2,-8.4,-48.91,Brazil,BRA,37,
