X,Y,LOCATION_TYPE
-47.702146,-1.501737,absense
-67.648634,-1.744007,absense
-58.273523,-7.721965,absense
-50.547402,-26.425007,absense
-53.498217,-11.405538,absense
-54.440327,-3.014467,absense
-50.388023,-18.38157,absense
-48.721471,1.142303,absense
-62.440978,-4.421114,absense
-50.649307,-22.051507,absense
-63.733788,-2.127239,absense
-59.211944,-5.231491,absense
-54.187317,-11.699611,absense
-54.190109,-21.700059,absense
-56.401125,-16.947717,absense
-56.056681,-25.613212,absense
-54.713943,-28.307154,absense
-60.3872,-0.600929,absense
-64.909877,-1.952591,absense
-54.02075,-10.207979,absense
-55.309573,-2.412925,absense
-58.384364,1.587626,absense
-54.492923,-28.916374,absense
-53.419351,-16.991368,absense
-56.909554,-1.396942,absense
-54.086638,-8.811551,absense
-62.876139,-1.599631,absense
-43.33326,-20.146282,absense
-62.642445,-0.720348,absense
-63.970179,-5.909547,absense
-51.903708,-23.594596,absense
-47.784731,-14.308283,absense
-55.534925,-13.748803,absense
-63.789761,-9.369683,absense
-41.881533,-20.048582,absense
-60.210188,-3.271618,absense
-60.789147,-14.710784,absense
-53.535339,-6.740958,absense
-61.103543,-7.661278,absense
-55.130094,-8.850236,absense
-54.127949,-13.90877,absense
-52.863222,-1.809434,absense
-52.207049,-6.102356,absense
-71.471163,-6.270041,absense
-58.526961,-2.490364,absense
-41.288746,-22.125827,absense
-52.461094,1.740024,absense
-67.375663,-4.198269,absense
-60.724654,-15.460484,absense
-51.556263,-15.430351,absense
-52.088366,-25.974987,absense
-57.981128,0.526705,absense
-49.583961,-25.84761,absense
-52.651369,-18.45972,absense
-56.785425,-17.970239,absense
-56.187285,-27.824755,absense
-55.560042,-18.755864,absense
-45.298334,-23.601346,absense
-44.243535,-16.00926,absense
-54.755254,-11.431325,absense
-48.563131,-20.516845,absense
-55.408363,-3.375296,absense
-54.555048,-12.673528,absense
-71.646673,-5.382579,absense
-52.083842,-26.282829,absense
-72.628416,-5.504401,absense
-54.959483,-8.616705,absense
-59.203418,-18.919419,absense
-64.155055,-7.691736,absense
-48.682658,-12.822509,absense
-53.223462,-23.224154,absense
-43.36464,-20.215265,absense
-56.726523,-19.983586,absense
-71.404358,-7.743118,absense
-54.416125,-6.806607,absense
-57.804056,-10.33755,absense
-62.887111,-11.348024,absense
-54.044322,-16.721533,absense
-54.311038,-15.029755,absense
-41.794746,-21.413783,absense
-57.241838,-29.936945,absense
-63.093833,-3.969587,absense
-61.398759,-5.270964,absense
-55.867073,0.919322,absense
-62.019622,-11.500371,absense
-64.162746,-3.482412,absense
-55.320157,-31.272405,absense
-42.863773,-21.53603,absense
-62.609847,-0.459777,absense
-58.853746,-3.318587,absense
-49.741857,-17.084192,absense
-50.358625,-17.870228,absense
-53.169116,-4.702212,absense
-47.768111,-15.873237,absense
-58.237967,0.458912,absense
-47.478784,-16.384387,absense
-54.032971,-3.471274,absense
-55.577048,-25.246223,absense
-49.145825,-25.413201,absense
-57.551612,-19.578719,absense
-60.70193,-9.002446,absense
-52.06044,-1.482794,absense
-61.336177,1.66682,absense
-61.567805,-8.649815,absense
-59.167929,-15.777052,absense
-63.461108,-0.30641,absense
-52.032885,-26.209722,absense
-46.568124,-22.265893,absense
-49.334178,-19.532274,absense
-55.769886,-31.672377,absense
-44.24391,-22.777024,absense
-52.250826,-11.545998,absense
-51.707996,-10.554955,absense
-61.934616,-12.135761,absense
-69.325324,-3.994846,absense
-56.447724,0.580447,absense
-54.730288,0.178158,absense
-52.318393,-0.991716,absense
-56.588273,-7.075876,absense
-64.243445,-6.826947,absense
-53.875865,-18.796187,absense
-55.713955,-4.484552,absense
-54.917378,-8.425059,absense
-66.563194,-7.094517,absense
-64.540973,1.209533,absense
-53.503159,-8.014207,absense
-49.732799,-3.479587,absense
-65.684168,-3.341277,absense
-47.542627,-12.545196,absense
-59.74072,-1.225403,absense
-49.150328,-12.39125,absense
-57.417045,-0.54986,absense
-54.814545,-23.146835,absense
-55.596239,-29.494595,absense
-60.634899,-15.664827,absense
-53.913189,-28.579041,absense
-51.097061,-21.451152,absense
-68.328501,0.484916,absense
-68.090706,-3.265156,absense
-48.022748,-14.655053,absense
-50.567882,-15.531202,absense
-53.957549,-24.632508,absense
-51.755562,-29.088662,absense
-57.015127,-21.392705,absense
-55.261981,-0.6542,absense
-60.095562,-1.411882,absense
-67.81106,-1.61093,absense
-60.620959,-0.064505,absense
-62.829689,-8.876951,absense
-44.807936,-16.070834,absense
-60.916283,-10.326368,absense
-53.262454,0.88448,absense
-61.824083,-4.066629,absense
-49.255946,-22.050904,absense
-58.595856,-9.639255,absense
-54.025993,-13.07375,absense
-48.025553,-10.747923,absense
-61.215889,-0.794564,absense
-50.943469,1.641217,absense
-55.840696,-4.629233,absense
-60.397981,-11.484585,absense
-56.450904,-12.158539,absense
-70.216955,-9.065609,absense
-58.831998,1.290059,absense
-61.082995,-3.620595,absense
-53.193856,-16.054894,absense
-50.720281,-0.077934,absense
-63.072089,0.021293,absense
-67.16411,-5.81928,absense
-69.537589,-4.080028,absense
-64.593539,-10.185303,absense
-55.149838,-29.217921,absense
-49.398043,-21.37058,absense
-46.053315,-21.035064,absense
-59.801899,-17.182798,absense
-52.590143,-0.291866,absense
-51.792365,-13.550244,absense
-71.83815,-4.23536,absense
-54.246235,-19.648716,absense
-52.714719,-15.553335,absense
-71.903218,-6.503084,absense
-49.05101,-16.745634,absense
-65.302962,-6.298966,absense
-53.665188,-0.819434,absense
-59.574098,-4.585962,absense
-65.788473,-6.00659,absense
-54.167568,0.442397,absense
-55.534353,-3.534871,absense
-58.816566,-2.975982,absense
-53.224976,-3.380981,absense
-46.935427,-21.839381,absense
-47.749873,0.466371,absense
-51.388566,-23.896745,absense
-42.650928,-22.886519,absense
-64.272782,-4.528556,absense
-48.57069,-17.86132,absense
-55.572074,-16.908409,absense
-46.590261,-17.097444,absense
-50.577908,-15.87332,absense
-44.738251,-18.659054,absense
-56.512684,-13.452306,absense
-59.121978,-14.345378,absense
-54.552766,-24.05066,absense
-54.650943,-10.645454,absense
-55.263193,-3.52274,absense
-70.918755,-7.104015,absense
-45.447671,-22.688429,absense
-64.501472,-6.540866,absense
-59.118785,-16.915476,absense
-48.849776,-26.137431,absense
-54.887056,-13.001323,absense
-54.516863,-11.05098,absense
-50.843238,-12.498923,absense
-52.253003,-29.516109,absense
-57.797623,1.793513,absense
-55.75777,1.623343,absense
-71.268606,-3.985019,absense
-57.839942,-24.424112,absense
-49.498937,-21.739437,absense
-55.685624,-5.082774,absense
-50.699592,-13.97837,absense
-54.819309,-21.207879,absense
-59.614609,-10.328144,absense
-65.603949,-2.699152,absense
-49.203444,-25.992932,absense
-59.586179,-16.579204,absense
-73.047542,-5.399077,absense
-57.79751,-6.594687,absense
-45.451985,-22.489251,absense
-48.774135,-2.028846,absense
-51.415505,-13.025963,absense
-70.507709,-3.873722,absense
-49.397016,-11.971858,absense
-55.926307,-7.257143,absense
-54.521487,-8.289362,absense
-68.090596,-0.154034,absense
-53.243841,-27.714265,absense
-45.552116,-13.187544,absense
-71.261379,-9.020785,absense
-50.21717,-21.484825,absense
-65.015908,-9.790643,absense
-70.421501,-7.636893,absense
-54.312775,-2.886695,absense
-53.058211,-10.498262,absense
-52.155139,-4.624479,absense
-49.929283,-12.352914,absense
-63.417414,-9.442753,absense
-56.316038,-26.488811,absense
-67.920629,-4.367774,absense
-46.29228,-19.796281,absense
-58.802016,-7.53619,absense
-68.355308,0.941143,absense
-55.657085,-14.170446,absense
-50.721715,-15.896072,absense
-71.549375,-4.879632,absense
-57.980813,-14.871995,absense
-56.301404,-9.653978,absense
-53.673799,-21.457538,absense
-57.15493,-5.333861,absense
-67.187458,-3.08634,absense
-57.861606,-20.579518,absense
-49.40817,-27.421985,absense
-59.781779,-4.21431,absense
-60.456744,-2.321482,absense
-49.457131,-18.393261,absense
-53.629879,-22.021041,absense
-68.574364,-5.952429,absense
-53.27704,-11.693564,absense
-53.868012,-6.831934,absense
-50.088033,-14.480416,absense
-65.897436,-4.617564,absense
-58.753605,-11.794359,absense
-54.559354,-5.582562,absense
-46.414327,-15.388553,absense
-59.406769,-13.550007,absense
-56.518721,-23.575915,absense
-66.966806,-3.185306,absense
-46.908056,-17.713973,absense
-54.935372,-31.341712,absense
-61.464447,-10.473734,absense
-49.321075,-27.335105,absense
-65.450828,-7.287262,absense
-55.375532,-24.662808,absense
-71.099951,-2.423743,absense
-68.626788,1.048434,absense
-50.718712,-18.857873,absense
-53.155286,-13.847513,absense
-49.134714,1.056722,absense
-48.730376,-0.382875,absense
-58.276458,-9.433573,absense
-56.814853,1.520147,absense
-49.11356,-11.77025,absense
-68.291097,-6.121427,absense
-50.896439,-21.867146,absense
-49.960854,-25.074814,absense
-46.926523,-19.485208,absense
-48.585994,-21.467294,absense
-66.819438,-7.679344,absense
-61.205212,-11.410572,absense
-46.665718,-18.191347,absense
-51.360257,-5.790836,absense
-54.586663,-8.437034,absense
-51.815893,-11.862079,absense
-62.802995,-4.708595,absense
-54.928605,-11.690281,absense
-60.298657,-2.556301,absense
-58.27085,-11.26578,absense
-57.232549,-26.280568,absense
-49.748856,-16.643194,absense
-71.488209,-4.146323,absense
-48.957623,-26.844405,absense
-48.907264,-16.357519,absense
-52.621805,-27.186103,absense
-56.13777,-24.606339,absense
-44.137266,-16.1892,absense
-71.969103,-4.411822,absense
-46.849155,-23.943298,absense
-55.39767,-30.461524,absense
-57.762632,-2.035467,absense
-64.028163,-7.439126,absense
-54.351842,-23.956225,absense
-55.634332,-17.75398,absense
-50.286098,-23.048363,absense
-49.622273,-25.488156,absense
-72.384828,-9.031433,absense
-51.276302,-5.963911,absense
-58.938307,-5.328171,absense
-52.578829,-0.350996,absense
-56.949102,-28.893099,absense
-54.338435,-8.930686,absense
-48.579513,-16.587017,absense
-56.698131,-2.743405,absense
-55.740729,0.180585,absense
-66.73349,0.992905,absense
-56.336123,-12.394577,absense
-55.772939,-18.299394,absense
-54.108355,-12.890452,absense
-56.527593,-9.923292,absense
-55.938134,-27.66125,absense
-63.730448,-1.17239,absense
-50.765956,-22.723746,absense
-41.713311,-22.129144,absense
-50.672084,-20.840284,absense
-46.566687,-15.983594,absense
-58.889115,-11.320574,absense
-49.957071,-0.188117,absense
-58.517099,-17.160175,absense
-58.954651,-8.423926,absense
-57.751144,-12.745743,absense
-48.396939,0.619315,absense
-52.134361,-25.907131,absense
-50.973116,-4.483483,absense
-51.682188,-27.164037,absense
-55.354925,-29.968289,absense
-55.855656,-0.173799,absense
-57.036325,-7.950052,absense
-67.262255,0.263967,absense
-66.019749,1.092516,absense
-64.282436,-1.71549,absense
-58.749528,-2.682564,absense
-52.74357,-2.737699,absense
-55.246922,-0.423087,absense
-65.076307,0.297097,absense
-54.149406,-23.236812,absense
-58.230504,-6.94277,absense
-56.158258,-20.152048,absense
-56.09226,-19.16743,absense
-62.223362,-5.435767,absense
-72.5346,-5.168144,absense
-44.822564,-23.822497,absense
-55.00299,-10.321572,absense
-45.49508,-13.5651,absense
-46.683844,-21.476004,absense
-57.590205,-7.797125,absense
-48.219673,-18.992566,absense
-52.315717,-5.191,absense
-67.075445,0.943049,absense
-42.61099,-20.5771,absense
-60.809655,-10.95192,absense
-45.669258,-15.026006,absense
-46.475082,-20.10197,absense
-55.051715,-15.049705,absense
-61.648516,-11.757199,absense
-59.98479,-0.648087,absense
-49.615306,-18.627073,absense
-61.79022,-10.173419,absense
-56.645244,-8.539264,absense
-72.821544,-5.901289,absense
-62.043062,-6.681375,absense
-60.256524,-16.019145,absense
-67.693367,-4.775842,absense
-69.94555,-4.173786,absense
-52.546886,-11.03768,absense
-69.255454,-3.047099,absense
-51.161747,-14.645076,absense
-55.804568,-21.589465,absense
-50.767562,-10.503019,absense
-68.610878,-7.653976,absense
-51.774464,-25.834007,absense
-58.055888,1.040461,absense
-62.508156,-1.803761,absense
-58.702523,-18.86668,absense
-49.578378,-22.779447,absense
-64.954939,-3.252706,absense
-48.439278,-17.057575,absense
-70.365929,-7.628597,absense
-51.291299,-14.228302,absense
-53.675345,-9.387564,absense
-58.021275,-17.055184,absense
-49.816613,-3.637787,absense
-63.149437,-6.173126,absense
-49.702549,-12.122479,absense
-63.88032,-0.039149,absense
-67.789845,-0.439175,absense
-53.054162,-0.871269,absense
-71.764041,-3.243217,absense
-68.704833,-1.574714,absense
-51.427792,-12.748304,absense
-42.024136,-21.761412,absense
-54.727453,-15.142829,absense
-56.868363,-17.123411,absense
-65.101127,-7.039271,absense
-53.708353,-21.510572,absense
-57.148913,-20.100764,absense
-53.679183,-16.477436,absense
-51.429338,-20.512643,absense
-63.110795,1.527705,absense
-55.557392,-30.376055,absense
-53.893211,-23.260417,absense
-52.838793,-16.267102,absense
-46.876877,-14.821079,absense
-58.012497,-4.188449,absense
-61.063017,-12.273126,absense
-46.036802,-18.834175,absense
-60.929942,0.976457,absense
-57.734205,-6.801186,absense
-48.897957,-17.320921,absense
-49.072695,-21.782147,absense
-62.992696,-4.510889,absense
-54.627918,-0.970267,absense
-52.175472,0.484722,absense
-61.812761,1.028906,absense
-54.40151,-30.393699,absense
-71.961231,-9.112156,absense
-51.2746,-17.140486,absense
-57.435563,0.388332,absense
-51.115683,-20.044518,absense
-62.532186,-0.438624,absense
-65.751023,-3.034576,absense
-59.72295,-11.254998,absense
-49.864125,0.78062,absense
-51.800296,-21.236097,absense
-52.149222,-24.712404,absense
-67.718558,-3.013069,absense
-48.460974,-16.721862,absense
-49.93706,-14.663343,absense
-52.530572,-1.686818,absense
-59.464939,-6.488702,absense
-53.479176,-28.696285,absense
-54.564751,-6.109551,absense
-54.933987,-1.100569,absense
-52.524519,-1.942889,absense
-50.671958,-21.217901,absense
-50.619517,-15.029432,absense
-56.032074,-2.5749,absense
-57.79151,-18.273978,absense
-68.89556,-7.967383,absense
-47.752741,-12.641985,absense
-54.833471,-10.694402,absense
-68.312842,-5.602742,absense
-53.038984,-29.841215,absense
-60.730044,-14.826102,absense
-55.615095,-12.459619,absense
-62.366744,-10.107604,absense
-54.632366,-17.914539,absense
-46.803813,-22.820951,absense
-66.554731,1.034468,absense
-73.834235,-4.604637,absense
-53.494743,-13.755801,absense
-51.926213,-3.800345,absense
-55.494558,-12.026437,absense
-56.245855,-23.032451,absense
-48.641452,-25.589583,absense
-49.027561,-2.316372,absense
-54.917246,-4.929002,absense
-52.466251,-25.585443,absense
-60.638979,-7.992643,absense
-54.14461,-25.509293,absense
-65.768736,-5.071323,absense
-47.18015,-15.787552,absense
-54.467201,-1.977768,absense
-63.587363,-8.21773,absense
-58.158114,-16.074164,absense
-56.99352,-28.440758,absense
-52.051607,-11.313519,absense
-49.209122,-0.821709,absense
-71.019782,-8.675734,absense
-54.362546,-6.450159,absense
-59.727966,-9.763982,absense
-60.388755,-9.977656,absense
-46.107631,-17.536018,absense
-43.868159,-19.716011,absense
-51.749629,-21.106854,absense
-52.866389,-12.601089,absense
-62.256153,-12.326248,absense
-55.664462,-23.473843,absense
-46.365217,-15.144973,absense
-53.29913,-22.221974,absense
-57.126795,-16.157839,absense
-62.518656,-0.025931,absense
-63.694101,-4.137397,absense
-62.175528,-5.74541,absense
-58.16708,-0.607153,absense
-64.147586,-4.161554,absense
-49.491185,-16.995061,absense
-53.701053,-25.968322,absense
-59.330703,-7.470105,absense
-44.055267,-21.063832,absense
-54.6096,-23.772077,absense
-60.095038,-2.608548,absense
-67.742786,-7.219479,absense
-51.901553,-19.548901,absense
-50.323311,-1.385967,absense
-58.724984,-0.094101,absense
-52.291386,-28.673091,absense
-58.96122,-15.418769,absense
-49.228119,-2.555777,absense
-62.110764,-4.16994,absense
-55.892157,-9.9666,absense
-52.591418,-19.448168,absense
-49.738884,-15.225351,absense
-49.446124,-3.446543,absense
-54.617103,-21.336396,absense
-45.78346,-15.942623,absense
-51.283707,0.587201,absense
-51.03195,-5.200352,absense
-56.369924,-8.06572,absense
-53.543063,-18.315917,absense
-66.197501,-5.997721,absense
-62.539664,-9.371768,absense
-56.308775,-20.380571,absense
-55.552829,2.115159,absense
-60.873197,-4.496195,absense
-52.286917,-24.903425,absense
-53.20103,-9.565646,absense
-56.70349,-10.50041,absense
-52.414207,-13.012714,absense
-47.807754,-0.081975,absense
-58.21248,-13.120366,absense
-50.295098,-1.800232,absense
-45.43197,-18.733559,absense
-56.893257,0.971995,absense
-48.489305,-24.79814,absense
-51.053605,-11.379919,absense
-48.977101,-16.231607,absense
-67.452896,-8.30593,absense
-63.490493,-7.611752,absense
-63.243241,-6.318623,absense
-45.833162,-13.764109,absense
-58.240585,-6.642802,absense
-65.216006,-6.40466,absense
-65.210166,0.180285,absense
-57.291007,-19.038547,absense
-56.0428,-29.974939,absense
-42.322655,-19.444495,absense
-45.270509,-20.117345,absense
-51.61606,-0.815175,absense
-50.858159,-19.99392,absense
-70.203984,-1.875224,absense
-56.734058,-2.863789,absense
-45.451266,-22.763312,absense
-42.487589,-22.051206,absense
-66.682835,-3.166494,absense
-61.100297,0.972818,absense
-48.498747,-13.27756,absense
-70.636745,-3.985307,absense
-53.204201,-6.360999,absense
-54.746371,-0.746454,absense
-43.633451,-17.769381,absense
-50.081729,-24.550362,absense
-69.119669,-3.069414,absense
-50.140452,-22.323518,absense
-54.226269,1.107496,absense
-51.523808,-27.506209,absense
-58.976974,0.29939,absense
-45.655821,-21.552254,absense
-59.858111,-2.045575,absense
-66.54004,-6.136776,absense
-56.738536,-16.897462,absense
-61.616086,-2.411652,absense
-48.402294,-22.938776,absense
-51.06667,-15.483758,absense
-43.82979,-22.050435,absense
-70.496672,-7.362736,absense
-57.420301,-11.844042,absense
-64.634124,-2.284792,absense
-52.228792,-17.519691,absense
-65.830824,1.049023,absense
-54.963597,-8.414403,absense
-48.918452,-19.577662,absense
-50.139665,-1.209013,absense
-72.377301,-4.753796,absense
-53.27526,-30.498039,absense
-63.046881,-5.503402,absense
-51.30299,-12.765472,absense
-53.090572,-29.993457,absense
-55.177645,-9.398684,absense
-60.82896,-2.737699,absense
-64.943147,-9.282905,absense
-51.506684,-28.38153,absense
-50.607419,-4.343074,absense
-56.655956,-17.540814,absense
-52.8211,-5.460278,absense
-65.596753,-7.266818,absense
-51.611101,-2.778422,absense
-59.688354,-0.185181,absense
-68.326663,-8.559602,absense
-47.183404,-21.552772,absense
-64.426157,0.92028,absense
-51.728882,2.629734,absense
-53.39541,-23.874251,absense
-52.692643,-0.863628,absense
-70.607762,-6.875354,absense
-64.471541,-3.211935,absense
-51.172977,-16.058951,absense
-55.106733,-4.007291,absense
-54.658628,-29.805986,absense
-69.172449,-5.882241,absense
-50.389289,-24.776506,absense
-64.348791,-2.27476,absense
-49.883692,-17.983568,absense
-48.792856,-13.526057,absense
-51.827147,-28.529994,absense
-50.695879,-19.094911,absense
-45.080376,-23.209462,absense
-51.565105,-18.194345,absense
-46.950085,-17.897461,absense
-73.076647,-7.860117,absense
-54.666473,-15.63419,absense
-62.13318,-14.410216,absense
-55.437019,2.049824,absense
-59.776296,-14.258933,absense
-64.747035,-0.195402,absense
-68.861286,0.469184,absense
-42.304254,-22.936896,absense
-56.396139,-30.603574,absense
-54.800243,-2.296254,absense
-47.804484,-16.315708,absense
-53.77325,-13.114364,absense
-61.9137,1.211025,absense
-47.312658,-0.355743,absense
-51.284188,0.883926,absense
-52.63149,-16.346153,absense
-59.294149,-11.1401,absense
-72.061753,-8.885187,absense
-52.667976,-6.866648,absense
-62.912293,1.082414,absense
-48.82926,-23.657428,absense
-63.245539,-3.190005,absense
-54.824938,-29.740504,absense
-64.378039,-0.290298,absense
-72.086882,-3.822504,absense
-52.612865,-0.332418,absense
-52.263058,-10.523315,absense
-49.541473,-27.432566,absense
-48.10887,-17.545245,absense
-57.397286,-8.672128,absense
-49.534287,1.740352,absense
-44.902659,-19.573581,absense
-55.150463,-23.978627,absense
-57.067742,-9.034009,absense
-62.97197,-5.805117,absense
-71.3214,-3.860131,absense
-41.504906,-22.670921,absense
-67.66704,-8.144195,absense
-50.744136,-20.012029,absense
-46.904053,-13.881328,absense
-50.40937,-3.890712,absense
-69.003604,-6.845897,absense
-70.447095,-5.565605,absense
-69.700828,-6.516703,absense
-68.630819,-1.890314,absense
-61.864576,-0.021077,absense
-56.453536,-21.887667,absense
-60.90753,1.850245,absense
-69.837846,-9.205942,absense
-56.982603,-16.118902,absense
-51.83064,-28.204166,absense
-56.325754,-7.044279,absense
-70.88337,-6.096664,absense
-55.343427,-5.639142,absense
-55.9448,-15.243972,absense
-62.092868,1.057304,absense
-44.658789,-18.649505,absense
-50.199638,0.07306,absense
-55.476616,-12.84743,absense
-55.347195,-20.634595,absense
-58.167652,-6.690132,absense
-46.535639,-18.221742,absense
-68.444675,-4.633584,absense
-44.929879,-18.314336,absense
-56.51831,-2.23479,absense
-54.167787,-22.031683,absense
-50.734073,-16.70497,absense
-61.280051,-14.697095,absense
-60.87525,-9.777656,absense
-50.268487,-16.838717,absense
-61.690078,-10.410981,absense
-55.007746,-3.744944,absense
-47.877967,-17.422943,absense
-59.986428,-11.805592,absense
-64.685762,-2.099464,absense
-47.34422,-23.546345,absense
-53.368168,-29.166184,absense
-48.260492,-24.623858,absense
-47.19056,-24.603572,absense
-45.339443,-21.515551,absense
-59.337387,-15.180165,absense
-55.513968,-27.923984,absense
-47.647771,-24.207406,absense
-63.505718,-6.396465,absense
-64.148932,-1.867328,absense
-68.663301,-0.560245,absense
-59.26491,-17.534507,absense
-65.569378,1.510557,absense
-58.787198,-14.083228,absense
-48.324011,-12.354289,absense
-52.597552,-28.118739,absense
-48.919787,-20.089572,absense
-71.068828,-2.966089,absense
-48.657195,-25.11014,absense
-58.455257,-12.834378,absense
-55.442744,-32.600909,absense
-68.233578,-5.309542,absense
-61.441242,1.810522,absense
-59.679944,-2.259784,absense
-56.489823,-30.272998,absense
-46.14877,-19.020089,absense
-44.378328,-21.608925,absense
-55.673571,-16.384868,absense
-67.137054,-0.647022,absense
-55.084435,-27.52412,absense
-61.986408,-10.577418,absense
-48.622693,-18.971518,absense
-56.537627,-25.218224,absense
-52.340066,-0.397768,absense
-69.84174,-2.896651,absense
-47.599458,-19.056106,absense
-49.010856,-20.684597,absense
-66.287169,1.13066,absense
-65.409462,-5.687331,absense
-66.30639,-3.649967,absense
-56.810204,-0.719024,absense
-55.322775,-15.735043,absense
-56.349071,-10.641493,absense
-47.67065,-22.798108,absense
-63.760861,-1.660834,absense
-60.108899,-15.714828,absense
-61.145973,-14.625437,absense
-52.827881,-13.842857,absense
-55.177465,-15.92474,absense
-56.81605,-0.260244,absense
-55.884148,-31.420724,absense
-73.144239,-3.743249,absense
-64.220248,-8.054672,absense
-54.973744,-6.000063,absense
-46.876248,-21.856083,absense
-55.518049,-5.256283,absense
-52.636253,-24.35532,absense
-61.267283,-9.117666,absense
-48.256135,-16.178004,absense
-56.169951,-18.087874,absense
-47.635963,-17.804322,absense
-51.486062,-21.207381,absense
-53.919013,-19.334056,absense
-61.99894,-6.339303,absense
-62.452788,0.55212,absense
-51.903203,-1.636839,absense
-63.851053,-7.77241,absense
-45.958151,-12.861941,absense
-62.551405,-3.034174,absense
-46.316335,-19.206948,absense
-41.501949,-21.109183,absense
-57.409581,-5.348334,absense
-51.539331,-8.888146,absense
-48.030432,-22.127193,absense
-54.925108,-20.545794,absense
-49.81197,-13.206058,absense
-53.690032,-14.596821,absense
-49.373417,1.397132,absense
-63.716638,-4.626944,absense
-48.07513,-23.818626,absense
-55.52691,-27.513321,absense
-56.694241,-23.325562,absense
-57.4812,-28.792787,absense
-54.986422,-20.865901,absense
-62.204017,-0.92894,absense
-56.672021,-12.556177,absense
-50.409748,-27.411162,absense
-57.230329,-11.046462,absense
-59.550761,-16.483117,absense
-55.243775,1.72986,absense
-62.291171,-2.350096,absense
-54.866199,-11.722176,absense
-58.705834,-12.189484,absense
-54.697825,-27.63507,absense
-61.029318,-4.088983,absense
-60.121698,-17.457045,absense
-48.724487,-18.638929,absense
-47.262408,-15.682096,absense
-51.815906,-0.605544,absense
-55.428413,-7.925458,absense
-43.447215,-17.80852,absense
-48.628804,-17.76121,absense
-47.263782,-15.70152,absense
-50.876736,-25.754633,absense
-68.422424,-0.471996,absense
-55.278883,-1.265822,absense
-54.878125,-4.22558,absense
-51.547292,0.40982,absense
-56.741156,-27.416578,absense
-54.109122,-8.989504,absense
-69.36324,-6.821517,absense
-58.164899,-20.093032,absense
-48.381391,-23.991918,absense
-52.945923,-23.157636,absense
-68.749852,-4.693641,absense
-51.771474,-25.425887,absense
-58.218885,-15.828587,absense
-51.10167,-12.231012,absense
-70.037118,-3.999684,absense
-65.947527,-5.26476,absense
-70.2361,-4.909704,absense
-58.500411,-5.2624,absense
-49.081229,-22.373744,absense
-58.210701,-13.913012,absense
-72.02085,-3.432637,absense
-51.612494,-25.25281,absense
-55.022741,-22.655657,absense
-58.413676,-7.151198,absense
-49.421168,-22.660142,absense
-58.139844,-13.057292,absense
-68.872309,-1.63051,absense
-53.895081,-13.79726,absense
-50.144454,-10.806565,absense
-52.286466,-22.383327,absense
-60.444611,-3.981467,absense
-50.3933,-11.600974,absense
-55.158279,-13.724081,absense
-65.134939,-0.391124,absense
-59.78471,-6.437151,absense
-53.522177,-13.894372,absense
-62.376408,-2.397081,absense
-56.605952,-17.370072,absense
-55.736221,-23.657359,absense
-68.409964,-4.490408,absense
-48.367015,0.043808,absense
-52.809951,-0.259891,absense
-52.205844,-8.658835,absense
-51.629661,-22.685898,absense
-50.722066,-1.381638,absense
-52.402831,-12.401,absense
-50.54203,-14.980774,absense
-63.52919,-7.779576,absense
-49.300708,-24.045334,absense
-56.239473,-13.737912,absense
-54.571413,-16.766043,absense
-54.386718,-16.891299,absense
-45.831915,-14.175008,absense
-57.174509,-14.846742,absense
-48.295567,-25.091536,absense
-59.067949,-1.936526,absense
-49.621186,-9.847967,absense
-52.186684,-25.140016,absense
-58.355769,-0.574932,absense
-59.073784,-5.697852,absense
-61.086662,-12.556587,absense
-53.838306,-25.37424,absense
-68.568419,-5.081339,absense
-48.554244,-0.812532,absense
-56.657815,-5.592685,absense
-54.010628,-17.068892,absense
-60.034896,-2.033486,absense
-57.926543,-10.493907,absense
-64.533705,-2.819398,absense
-59.584122,-3.712256,absense
-52.973542,-18.707407,absense
-54.724186,-25.404967,absense
-72.180859,-8.520799,absense
-58.442016,-17.949267,absense
-62.968819,-3.165139,absense
-56.062939,-25.56271,absense
-56.383648,1.250357,absense
-50.554818,-13.3931,absense
-53.603742,-7.919296,absense
-65.795715,-7.005549,absense
-49.713385,-3.221457,absense
-50.261397,-12.241663,absense
-51.152447,-10.852241,absense
-64.685905,-4.552212,absense
-49.793874,-1.222878,absense
-69.041704,-2.798126,absense
-46.13821,-17.0357,absense
-47.68266,-20.278057,absense
-59.274774,-16.799735,absense
-43.430488,-17.703365,absense
-46.865929,-13.629096,absense
-49.849029,-24.744807,absense
-43.201318,-20.706745,absense
-55.532446,-27.00324,absense
-50.766697,-25.035572,absense
-47.586928,-24.539818,absense
-52.926628,-15.143088,absense
-57.061159,-10.244831,absense
-49.770252,-22.332985,absense
-60.35567,-5.232344,absense
-61.186812,-1.578967,absense
-56.945563,-3.254443,absense
-59.281374,-18.193726,absense
-54.750353,-18.308533,absense
-51.022278,0.788515,absense
-56.252528,-12.808926,absense
-52.63156,-16.410326,absense
-50.196996,1.23446,absense
-50.793438,-17.685928,absense
-51.551483,1.460921,absense
-47.15202,-1.142613,absense
-50.431234,-23.258697,absense
-50.022267,-17.20937,absense
-54.606986,-28.872582,absense
-64.122601,-10.067202,absense
-56.059223,-3.18985,absense
-56.413109,0.599395,absense
-51.69032,-1.971595,absense
-47.720659,-1.274719,absense
-48.240699,-0.588632,absense
-53.354732,-27.734435,absense
